Id,Sales
129,1084.76696
130,6863.75407
131,9024.851103
132,8949.589995
133,9174.382111
134,9777.01114
135,10036.3848
136,1084.76696
137,6863.75407
138,11001.4312
139,11023.50505
140,11248.29717
141,12331.71233
142,13003.59966
143,1084.76696
144,6863.75407
145,7367.049885
146,7276.836114
147,7813.744901
148,8602.092408
149,723.2814498
150,3952.682214
151,5013.507383
152,5484.697908
153,5378.449469
154,5669.839945
155,5883.277297
156,723.2814498
157,3952.682214
158,6524.618393
159,7367.049885
160,7276.836114
161,7813.744901
162,8561.919878
163,687.1967257
164,3911.984537
165,4969.226273
166,5449.743702
167,5319.3937
168,5610.784177
169,5848.323335
170,687.1967257
171,3911.984537
172,6496.712527
173,7348.470923
174,7234.155589
175,7771.064132
176,8583.513202
177,687.1967257
178,3911.984537
179,4969.226273
180,5449.743702
181,5319.3937
182,5610.784177
183,5848.323335
184,687.1967257
185,3911.984537
186,6496.712527
187,7348.470923
188,7234.155589
189,7771.064132
190,8583.513202
191,687.1967257
192,3911.984537
193,7750.027851
194,7872.571961
195,8392.148785
196,9675.938988
197,939.9000854
198,6194.519731
199,6291.085081
200,6126.782755
201,6233.590292
202,6398.16321
203,6932.684858
204,939.9000854
205,6194.519731
206,7723.436134
207,7750.027851
208,7872.571961
209,8392.148785
210,9650.515399
211,905.6585949
212,6160.278271
213,6256.843621
214,6092.541295
215,6199.348832
216,6363.92175
217,6898.443398
218,905.6585949
219,6160.278271
220,7698.012546
221,7724.604262
222,7847.148372
223,8366.725196
224,9650.515399
225,905.6585949
226,6160.278271
227,6256.843621
228,6092.541295
229,6199.348832
230,6508.511474
231,7059.680095
232,905.6585949
233,6160.278271
234,7591.417211
235,7735.507219
236,7858.051328
237,8377.627664
238,9665.782125
239,905.6585949
240,6160.278271
241,6111.470798
242,6223.761905
243,6575.697543
244,7126.030154
245,698.7015837
246,4855.401661
247,5127.180072
248,5117.925036
249,5230.216143
250,5445.994555
251,5607.628435
252,698.7015837
253,4855.401661
254,6045.774174
255,6111.470798
256,6021.352505
257,6379.744442
258,6913.313198
259,603.3858618
260,4760.085828
261,5060.830304
262,5019.555005
263,5131.846111
264,5354.948498
265,5547.567485
266,603.3858618
267,4760.085828
268,5922.085783
269,5945.83978
270,6028.348416
271,6379.74548
272,6913.313198
273,603.3858618
274,4760.085828
275,5060.830304
276,5019.555005
277,5131.846111
278,5354.948498
279,5547.567485
280,603.3858618
281,4760.085828
282,5922.085783
283,5945.83978
284,6028.348416
285,6379.74548
286,6913.313198
287,603.3858618
288,4760.085828
289,8195.69984
290,8817.89963
291,8895.150933
292,9445.33339
293,746.0187844
294,6022.784157
295,6598.783508
296,6718.849265
297,7062.270002
298,7127.750066
299,7490.457669
300,746.0187844
301,6022.784157
302,7984.348682
303,8195.69984
304,8817.89963
305,8895.150933
306,9582.609862
307,740.7046007
308,6017.470054
309,6748.272181
310,6868.337938
311,7266.949105
312,7306.444306
313,7710.163627
314,740.7046007
315,6017.470054
316,8272.977981
317,8504.085241
318,9089.825803
319,9141.092243
320,9732.287883
321,740.7046007
322,6017.470054
323,6748.272181
324,6868.337938
325,7266.949105
326,7306.444306
327,7710.163627
328,740.7046007
329,6017.470054
330,8272.977981
331,8504.085241
332,9089.825803
333,9141.092243
334,9732.287883
335,740.7046007
336,6017.470054
337,8544.473588
338,8915.080848
339,9355.631467
340,10335.1025
341,847.3099639
342,6135.731037
343,6275.599283
344,6309.633545
345,6479.946372
346,6676.707684
347,6892.602298
348,847.3099639
349,6135.731037
350,8351.416132
351,8544.473588
352,8915.080848
353,9355.631467
354,10375.42269
355,850.1690156
356,6138.590295
357,6224.732171
358,6258.766432
359,6429.079259
360,6616.673824
361,6890.245439
362,850.1690156
363,6138.590295
364,8399.687203
365,8600.840362
366,8885.220082
367,9303.694042
368,10340.84183
369,850.1690156
370,6138.590295
371,6224.732171
372,6258.766432
373,6429.079259
374,6616.673824
375,6890.245439
376,850.1690156
377,6138.590295
378,8399.687203
379,8600.840362
380,8885.220082
381,9303.694042
382,10340.84183
383,850.1690156
384,6138.590295
385,5780.012547
386,6015.361345
387,6129.6557
388,7173.289712
389,584.0396966
390,4252.906692
391,4243.202325
392,4001.544653
393,4055.054218
394,4117.656922
395,4309.277692
396,584.0396966
397,4252.906692
398,6148.530018
399,6065.331453
400,6300.680251
401,6414.974605
402,7158.924319
403,569.6743032
404,4238.541298
405,4228.836931
406,3987.17926
407,4040.688824
408,4103.291528
409,4294.912299
410,569.6743032
411,4238.541298
412,6134.164625
413,6050.96606
414,6286.314857
415,6400.609212
416,7158.924319
417,569.6743032
418,391.2643391
419,4228.836931
420,3987.17926
421,4040.688824
422,4103.291528
423,4294.912299
424,569.6743032
425,632.2770073
426,6134.164625
427,6050.96606
428,6286.314857
429,6400.609212
430,7158.924319
431,569.6743032
432,4238.541298
433,5960.363191
434,6109.932904
435,6570.807305
436,7251.144108
437,480.1872792
438,3721.145561
439,4627.512393
440,4661.457839
441,4807.203089
442,5007.932714
443,5335.421128
444,480.1872792
445,3721.145561
446,5888.67922
447,5960.363191
448,6109.932904
449,6570.807305
450,7241.540611
451,470.5837826
452,3711.542064
453,4617.908896
454,4651.854342
455,4797.599592
456,4998.329218
457,5325.817632
458,470.5837826
459,3711.542064
460,5879.075723
461,5950.759694
462,6100.329407
463,6561.203808
464,7241.540611
465,470.5837826
466,3711.542064
467,4617.908896
468,4651.854342
469,4797.599592
470,4965.547756
471,5293.03617
472,470.5837826
473,3711.542064
474,5820.164379
475,5904.113242
476,6043.216647
477,6528.422346
478,7208.759149
479,470.5837826
480,3711.542064
481,7412.912008
482,7475.142682
483,7831.579412
484,8601.641386
485,730.0925678
486,5566.416553
487,5871.505138
488,5690.621311
489,5696.276546
490,5840.111713
491,6055.896099
492,730.0925678
493,5566.416553
494,7475.222104
495,7412.912008
496,7475.142682
497,7831.579412
498,8724.669639
499,795.2407513
500,5655.48338
501,5976.106013
502,5820.900653
503,5833.893291
504,5963.471133
505,6218.756496
506,795.2407513
507,5655.48338
508,7673.849591
509,7637.217961
510,7706.786038
511,7954.938832
512,8764.501782
513,795.2407513
514,5655.48338
515,5976.106013
516,5820.900653
517,5833.893291
518,5963.471133
519,6218.756496
520,795.2407513
521,5655.48338
522,7673.849591
523,7637.217961
524,7706.786038
525,7954.938832
526,8764.501782
527,795.2407513
528,5655.48338
529,8570.077396
530,8916.309304
531,9466.315139
532,10240.49822
533,830.4244519
534,5724.826763
535,6767.747958
536,6926.935433
537,7138.860945
538,7388.713459
539,7802.805963
540,830.4244519
541,5724.826763
542,8468.458602
543,8627.646077
544,8945.055232
545,9495.061066
546,10206.4948
547,758.474829
548,5652.87746
549,6695.798656
550,6854.986131
551,7066.911643
552,7316.764157
553,7730.856661
554,758.474829
555,5652.87746
556,8396.508568
557,8555.696043
558,8873.105197
559,9423.111031
560,10206.4948
561,758.474829
562,5652.87746
563,6695.798656
564,6854.986131
565,7066.911643
566,7316.764157
567,7730.856661
568,758.474829
569,5652.87746
570,8396.508568
571,8555.696043
572,8873.105197
573,9423.111031
574,10206.4948
575,758.474829
576,5652.87746
577,7513.714195
578,7693.27101
579,8103.924992
580,8990.734737
581,665.8219471
582,4681.732322
583,5748.771802
584,5731.727787
585,5876.543146
586,6073.392197
587,6236.130652
588,665.8219471
589,4681.732322
590,7449.003816
591,7513.714195
592,7693.27101
593,8103.924992
594,9003.420619
595,647.1997245
596,4663.110099
597,5730.14958
598,5713.105564
599,5857.920924
600,6054.769974
601,6248.816535
602,647.1997245
603,4663.110099
604,7430.381594
605,7495.091973
606,7674.648787
607,8085.30277
608,9003.420619
609,647.1997245
610,4663.110099
611,5730.14958
612,5713.105564
613,5857.920924
614,6007.967147
615,6235.239294
616,647.1997245
617,4663.110099
618,7232.202546
619,7421.668296
620,7601.22511
621,8051.052921
622,8986.688349
623,647.1997245
624,4663.110099
625,9091.688952
626,9029.47984
627,9421.068579
628,10301.88712
629,936.8026514
630,6158.072787
631,7161.192114
632,8091.032806
633,8034.66549
634,8271.919268
635,8872.321972
636,936.8026514
637,6158.072787
638,8267.391056
639,9275.111142
640,9215.281912
641,9603.708054
642,10280.18106
643,902.0092897
644,6123.279317
645,7166.198448
646,8101.892168
647,8045.524852
648,8282.77863
649,8839.097349
650,902.0092897
651,6123.279317
652,8283.916433
653,9297.489058
654,9237.659829
655,9626.08597
656,10280.18106
657,902.0092897
658,708.7803087
659,7166.198448
660,8101.892168
661,8045.524852
662,8282.77863
663,8839.097349
664,902.0092897
665,6123.279317
666,8283.916433
667,9297.489058
668,9237.659829
669,9626.08597
670,10280.18106
671,902.0092897
672,6123.279317
673,6268.476424
674,6317.220038
675,6840.561308
676,7682.884268
677,642.4652701
678,4798.334729
679,4627.628621
680,4327.109784
681,4375.853397
682,4567.978115
683,4630.566943
684,642.4652701
685,4798.334729
686,6569.608528
687,6428.032562
688,6476.776176
689,7014.380385
690,7704.358995
691,592.3257558
692,4748.195213
693,4577.489105
694,4292.446097
695,4341.189955
696,4533.314429
697,4595.903257
698,592.3257558
699,4748.195213
700,6519.469012
701,6393.368876
702,6442.11249
703,6979.716699
704,7704.358995
705,592.3257558
706,4748.195213
707,4577.489105
708,4292.446097
709,4341.189955
710,4533.314429
711,4595.903257
712,592.3257558
713,4748.195213
714,6519.469012
715,6393.368876
716,6442.11249
717,6979.716699
718,7704.358995
719,592.3257558
720,4748.195213
721,5101.007753
722,5193.692902
723,5563.501831
724,6307.44226
725,531.0761618
726,3579.949386
727,4245.038496
728,4060.443128
729,4106.279279
730,4264.981641
731,4536.108196
732,531.0761618
733,3579.949386
734,5425.298097
735,5276.809174
736,5369.494324
737,5664.248077
738,6287.028639
739,510.6625407
740,3559.535765
741,4224.624875
742,4040.029507
743,4085.865658
744,4244.568019
745,4515.694575
746,510.6625407
747,3559.535765
748,5404.884476
749,5256.395553
750,5349.080703
751,5643.834456
752,6287.028639
753,510.6625407
754,274.7386805
755,4224.624875
756,4040.029507
757,4085.865658
758,4244.568019
759,4515.694575
760,510.6625407
761,3559.535765
762,5404.884476
763,5256.395553
764,5349.080703
765,5643.834456
766,6287.028639
767,510.6625407
768,3559.535765
769,6047.745784
770,6135.764554
771,6313.400023
772,7601.919769
773,541.0825448
774,4283.811784
775,4506.236559
776,4329.865436
777,4356.678273
778,4410.820212
779,4816.370964
780,541.0825448
781,4283.811784
782,6080.346887
783,6101.201594
784,6189.220363
785,6366.855832
786,7656.414217
787,529.9028832
788,4284.678303
789,4539.272023
790,4395.155782
791,4427.892448
792,4491.606164
793,4891.405939
794,529.9028832
795,4284.678303
796,6081.213406
797,6102.068113
798,6196.011199
799,6373.646668
800,7656.414217
801,529.9028832
802,4284.678303
803,4539.272023
804,4395.155782
805,4427.892448
806,4491.606164
807,4891.405939
808,529.9028832
809,4284.678303
810,6081.213406
811,6102.068113
812,6196.011199
813,6373.646668
814,7656.414217
815,529.9028832
816,4284.678303
817,10507.31661
818,10919.13274
819,11378.29604
820,12812.21715
821,1009.648369
822,7442.781003
823,8367.366421
824,8024.807552
825,8283.195705
826,8488.301386
827,8762.434168
828,1009.648369
829,7442.781003
830,10630.64404
831,10507.31661
832,10919.13274
833,11378.29604
834,12818.70678
835,979.1506887
836,7412.283323
837,8336.868741
838,7994.309872
839,8252.698025
840,8457.803706
841,8731.936488
842,979.1506887
843,7412.283323
844,10637.13366
845,10513.80624
846,10925.62237
847,11384.78567
848,12818.70678
849,979.1506887
850,7412.283323
851,8336.868741
852,7994.309872
853,8252.698025
854,8700.410832
855,8964.39249
856,979.1506887
857,7412.283323
858,10599.12628
859,10654.79056
860,11049.19019
861,11508.35349
862,12932.12372
863,979.1506887
864,7412.283323
865,11288.25043
866,11410.57377
867,12121.04995
868,13091.34936
869,656.4769678
870,8317.589457
871,8858.239947
872,8993.395319
873,9115.718661
874,9458.445811
875,10205.15441
876,656.4769678
877,8317.589457
878,10994.30014
879,11288.25043
880,11410.57377
881,12121.04995
882,13077.29941
883,642.4270089
884,8303.539498
885,8844.189988
886,8979.345361
887,9101.668702
888,9444.395852
889,10191.10445
890,642.4270089
891,8303.539498
892,10980.25018
893,11274.20047
894,11396.52382
895,12106.99999
896,13077.29941
897,642.4270089
898,8303.539498
899,8844.189988
900,8979.345361
901,9101.668702
902,9477.722814
903,10209.7195
904,642.4270089
905,8303.539498
906,11024.23193
907,11318.18222
908,11440.50556
909,12140.32695
910,13095.91445
911,642.4270089
912,8303.539498
913,10562.53053
914,10850.90021
915,11984.35046
916,13010.65081
917,829.2161337
918,7124.609563
919,7441.56958
920,7424.720515
921,7630.753042
922,8041.692795
923,8294.717997
924,829.2161337
925,7124.609563
926,10368.50166
927,10562.53053
928,10850.90021
929,11984.35046
930,12981.55956
931,803.0826483
932,7098.476078
933,7422.397276
934,7405.548211
935,7611.580738
936,8019.562728
937,8265.626748
938,803.0826483
939,7098.476078
940,10349.32936
941,10543.35822
942,10831.72791
943,11962.22015
944,12981.55956
945,803.0826483
946,7098.476078
947,7422.397276
948,7405.548211
949,7611.580738
950,8105.405988
951,8444.705848
952,803.0826483
953,7098.476078
954,10347.35695
955,10552.77497
956,10841.14466
957,11971.6369
958,13040.30639
959,803.0826483
960,7098.476078
961,8546.623528
962,8804.991907
963,9335.009213
964,11126.7482
965,996.7025425
966,6895.236189
967,6731.327469
968,6549.460253
969,6695.527852
970,6875.052237
971,7206.387169
972,996.7025425
973,6895.236189
974,8447.60964
975,8546.623528
976,8804.991907
977,9335.009213
978,11061.00584
979,935.5642833
980,6823.809752
981,6666.36905
982,6484.950076
983,6641.511815
984,6795.333564
985,7126.668496
986,935.5642833
987,6823.809752
988,8391.118262
989,8496.089669
990,8764.952189
991,9269.266858
992,11061.00584
993,935.5642833
994,6823.809752
995,6666.36905
996,6484.950076
997,6641.511815
998,6809.785798
999,7154.037722
1000,935.5642833
1001,6823.809752
1002,8284.827088
1003,8463.163729
1004,8732.026249
1005,9236.340918
1006,11040.9969
1007,935.5642833
1008,6823.809752
1009,4835.447309
1010,4735.584027
1011,5468.501263
1012,5619.262005
1013,160.9937148
1014,3509.184548
1015,3362.48484
1016,3660.259498
1017,3537.758765
1018,3779.927588
1019,3792.172949
1020,160.9937148
1021,3509.184548
1022,4345.598554
1023,4835.447309
1024,4735.584027
1025,5468.501263
1026,5729.547609
1027,138.3824571
1028,3486.573301
1029,3369.715635
1030,3667.490293
1031,3554.237973
1032,3796.406796
1033,3808.652157
1034,138.3824571
1035,3486.573301
1036,4446.635623
1037,4936.484622
1038,4845.869632
1039,5578.786868
1040,5729.547609
1041,138.3824571
1042,3486.573301
1043,3369.715635
1044,3667.490293
1045,3554.237973
1046,3793.571884
1047,3805.817245
1048,138.3824571
1049,3486.573301
1050,4417.179129
1051,4927.686453
1052,4824.663747
1053,5557.580983
1054,5708.341725
1055,138.3824571
1056,3486.573301
1057,6223.88001
1058,6288.246629
1059,6432.435758
1060,6927.711313
1061,708.1480683
1062,5158.47981
1063,5226.122553
1064,4911.909582
1065,4935.756914
1066,5026.616209
1067,5139.812663
1068,708.1480683
1069,5158.47981
1070,6304.291955
1071,6223.88001
1072,6288.246629
1073,6432.435758
1074,7018.597715
1075,748.0981876
1076,5198.430177
1077,5402.659351
1078,5124.874848
1079,5149.686047
1080,5238.784112
1081,5495.525975
1082,748.0981876
1083,5198.430177
1084,6600.093646
1085,6556.110168
1086,6616.573711
1087,6727.933982
1088,7347.572086
1089,748.0981876
1090,5198.430177
1091,5402.659351
1092,5124.874848
1093,5149.686047
1094,5238.784112
1095,5495.525975
1096,748.0981876
1097,5198.430177
1098,6600.093646
1099,6556.110168
1100,6616.573711
1101,6727.933982
1102,7347.572086
1103,748.0981876
1104,5198.430177
1105,4661.430116
1106,4945.882027
1107,5192.477005
1108,5716.724082
1109,342.1359457
1110,2678.547362
1111,3433.527471
1112,3516.057264
1113,3662.0071
1114,3738.337185
1115,4025.78458
1116,342.1359457
1117,2678.547362
1118,4733.596367
1119,4816.125672
1120,5094.004829
1121,5240.055618
1122,5664.881609
1123,326.0207671
1124,2662.432183
1125,3417.412292
1126,3499.942085
1127,3645.891921
1128,3722.222007
1129,3973.941985
1130,326.0207671
1131,2662.432183
1132,4717.481189
1133,4800.010493
1134,5077.889651
1135,5223.940439
1136,5664.881609
1137,326.0207671
1138,219.7731712
1139,3417.412292
1140,3499.942085
1141,3645.891921
1142,3722.222007
1143,3973.941985
1144,326.0207671
1145,466.3455233
1146,4717.481189
1147,4800.010493
1148,5077.889651
1149,5223.940439
1150,5664.881609
1151,326.0207671
1152,2662.432183
1153,8513.428075
1154,8652.082408
1155,9045.12053
1156,9974.113242
1157,856.8588758
1158,7502.507236
1159,7169.69526
1160,6863.62889
1161,6975.234639
1162,7081.977352
1163,7524.887788
1164,856.8588758
1165,7502.507236
1166,8505.21173
1167,8513.428075
1168,8652.082408
1169,9045.12053
1170,10083.99829
1171,849.5346961
1172,7495.182812
1173,7162.37108
1174,6856.304711
1175,6967.91046
1176,7074.653172
1177,7517.563609
1178,849.5346961
1179,7495.182812
1180,8615.096779
1181,8623.313124
1182,8761.967457
1183,9155.005579
1184,10083.99829
1185,849.5346961
1186,7495.182812
1187,7162.37108
1188,6856.304711
1189,6967.91046
1190,7115.772564
1191,7559.901995
1192,849.5346961
1193,7495.182812
1194,8471.076522
1195,8581.596578
1196,8705.951595
1197,9098.989717
1198,10029.20118
1199,849.5346961
1200,7495.182812
1201,11746.14584
1202,11942.06383
1203,12713.64686
1204,14642.06729
1205,1031.302878
1206,8147.171841
1207,8596.135729
1208,8410.121102
1209,8590.286651
1210,8895.922414
1211,9314.791576
1212,1031.302878
1213,8147.171841
1214,11613.42561
1215,11746.14584
1216,11942.06383
1217,12713.64686
1218,14610.95322
1219,1000.188806
1220,8116.057769
1221,8565.021657
1222,8379.00703
1223,8559.172579
1224,8864.808342
1225,9283.677504
1226,1000.188806
1227,8116.057769
1228,11582.31154
1229,11715.03177
1230,11910.94976
1231,12682.53279
1232,14610.95322
1233,1000.188806
1234,8116.057769
1235,8565.021657
1236,8379.00703
1237,8559.172579
1238,8942.783964
1239,9395.622365
1240,1000.188806
1241,8116.057769
1242,11561.58403
1243,11717.93659
1244,11890.89267
1245,12747.8463
1246,14710.23842
1247,1000.188806
1248,8116.057769
1249,9719.763197
1250,9916.189695
1251,10183.11522
1252,11217.81686
1253,1179.191328
1254,8914.85639
1255,8734.707941
1256,8545.475259
1257,8792.570702
1258,8944.177376
1259,9747.521354
1260,1179.191328
1261,8914.85639
1262,9939.010287
1263,10021.83571
1264,10218.26221
1265,10242.62084
1266,11126.33707
1267,1149.585558
1268,8885.25062
1269,8705.102171
1270,8515.869489
1271,8762.964932
1272,8914.571606
1273,9630.192928
1274,1149.585558
1275,8885.25062
1276,9935.25315
1277,10018.07857
1278,10214.50507
1279,10238.8637
1280,11126.33707
1281,1149.585558
1282,938.8246885
1283,8705.102171
1284,8515.869489
1285,8762.964932
1286,8914.571606
1287,9630.192928
1288,1149.585558
1289,8885.25062
1290,9935.25315
1291,10018.07857
1292,10214.50507
1293,10238.8637
1294,11126.33707
1295,1149.585558
1296,8885.25062
1297,6434.041025
1298,6657.361166
1299,7039.111971
1300,8329.873519
1301,661.8478805
1302,5447.517295
1303,4881.88016
1304,4611.949325
1305,4697.841976
1306,4800.985604
1307,5008.533773
1308,661.8478805
1309,5447.517295
1310,6457.985288
1311,6434.041025
1312,6657.361166
1313,7039.111971
1314,8321.542275
1315,653.516636
1316,5439.18605
1317,4873.548916
1318,4603.618081
1319,4689.510732
1320,4792.654359
1321,5000.202528
1322,653.516636
1323,5439.18605
1324,6449.654043
1325,6425.70978
1326,6649.029922
1327,7030.780727
1328,8321.542275
1329,653.516636
1330,5439.18605
1331,4873.548916
1332,4603.618081
1333,4689.510732
1334,4800.60099
1335,5149.366932
1336,653.516636
1337,5439.18605
1338,6279.829434
1339,6394.955727
1340,6618.275869
1341,7000.026674
1342,8349.532606
1343,653.516636
1344,5439.18605
1345,5711.23119
1346,6033.171952
1347,6407.345379
1348,7486.15699
1349,339.0560921
1350,3189.685531
1351,3859.369945
1352,4076.349036
1353,4240.417483
1354,4386.20175
1355,4614.230891
1356,339.0560921
1357,3189.685531
1358,5427.247704
1359,5711.23119
1360,6033.171952
1361,6407.345379
1362,7547.938742
1363,331.1859121
1364,3181.815549
1365,3846.968225
1366,4058.916799
1367,4222.985368
1368,4368.769513
1369,4591.468209
1370,331.1859121
1371,3181.815549
1372,5494.358802
1373,5778.342288
1374,6100.283049
1375,6474.456477
1376,7547.938742
1377,331.1859121
1378,3181.815549
1379,3846.968225
1380,4058.916799
1381,4222.985368
1382,4381.917026
1383,4604.615722
1384,331.1859121
1385,3181.815549
1386,5505.475309
1387,5804.303522
1388,6126.244283
1389,6500.41771
1390,7573.899976
1391,331.1859121
1392,3181.815549
1393,4661.193664
1394,4631.203393
1395,4906.445788
1396,4932.165722
1397,447.6356138
1398,4347.094741
1399,3932.113503
1400,3929.243349
1401,3822.813137
1402,3983.616201
1403,4009.336257
1404,447.6356138
1405,4347.094741
1406,4610.719335
1407,4661.193664
1408,4631.203393
1409,4906.445788
1410,5034.176852
1411,436.620629
1412,4336.079993
1413,3921.098389
1414,3918.228235
1415,3820.31499
1416,3983.063611
1417,4008.783667
1418,436.620629
1419,4336.079993
1420,4675.038327
1421,4731.171347
1422,4709.698166
1423,5008.456918
1424,5034.176852
1425,436.620629
1426,4336.079993
1427,3921.098389
1428,3918.228235
1429,3820.31499
1430,4168.387046
1431,4194.107102
1432,436.620629
1433,4336.079993
1434,4753.079292
1435,4872.020906
1436,4850.547969
1437,5150.055989
1438,5175.775923
1439,436.620629
1440,4336.079993
1441,6157.586227
1442,6144.68569
1443,6184.620845
1444,7675.940198
1445,894.3202719
1446,5432.281721
1447,5642.362304
1448,5363.478124
1449,5333.700389
1450,5353.8145
1451,5909.289451
1452,894.3202719
1453,5432.281721
1454,6577.077993
1455,6624.050747
1456,6611.150209
1457,6651.085365
1458,7680.285956
1459,862.8909629
1460,5400.852576
1461,5683.218316
1462,5404.334135
1463,5380.790287
1464,5416.723734
1465,5913.635208
1466,862.8909629
1467,5400.852576
1468,6617.934005
1469,6664.906758
1470,6658.240107
1471,6713.994599
1472,7680.285956
1473,862.8909629
1474,708.4940336
1475,5683.218316
1476,5404.334135
1477,5380.790287
1478,5416.723734
1479,5913.635208
1480,862.8909629
1481,5400.852576
1482,6617.934005
1483,6664.906758
1484,6658.240107
1485,6713.994599
1486,7680.285956
1487,862.8909629
1488,5400.852576
1489,11068.67375
1490,11862.82977
1491,12070.70161
1492,13213.26143
1493,1027.021721
1494,8073.8288
1495,8481.61299
1496,8558.874475
1497,8978.006077
1498,9126.203109
1499,9426.82641
1500,1027.021721
1501,8073.8288
1502,10941.53092
1503,11068.67375
1504,11862.82977
1505,12070.70161
1506,13182.11729
1507,1010.102222
1508,8056.909271
1509,8464.693461
1510,8541.954946
1511,8946.861938
1512,9095.05897
1513,9395.682272
1514,1010.102222
1515,8056.909271
1516,10924.61139
1517,11051.75422
1518,11831.68563
1519,12039.55747
1520,13182.11729
1521,1010.102222
1522,8056.909271
1523,8464.693461
1524,8541.954946
1525,8946.861938
1526,9163.385741
1527,9464.009042
1528,1010.102222
1529,8056.909271
1530,10804.2824
1531,11083.5849
1532,11859.38887
1533,12067.2607
1534,13209.82053
1535,1010.102222
1536,8056.909271
1537,7100.050997
1538,7288.928552
1539,7840.868119
1540,8811.974434
1541,382.990717
1542,4426.026411
1543,5236.778234
1544,5191.387967
1545,5380.265522
1546,5680.460216
1547,6076.864382
1548,382.990717
1549,4426.026411
1550,7096.93101
1551,7100.050997
1552,7288.928552
1553,7840.868119
1554,8778.02667
1555,349.0431131
1556,4392.078891
1557,5202.830714
1558,5157.440447
1559,5346.318002
1560,5646.512696
1561,6042.916862
1562,349.0431131
1563,4392.078891
1564,7062.98349
1565,7066.103477
1566,7254.981032
1567,7806.920599
1568,8778.02667
1569,349.0431131
1570,4392.078891
1571,5202.830714
1572,5157.440447
1573,5346.318002
1574,5671.859162
1575,6092.577782
1576,349.0431131
1577,4392.078891
1578,6935.400025
1579,6997.023918
1580,7185.901473
1581,7813.548804
1582,8808.96884
1583,349.0431131
1584,4392.078891
1585,5754.758534
1586,5636.540608
1587,5663.323415
1588,6478.228536
1589,634.2461379
1590,5026.25313
1591,4639.872607
1592,4420.54433
1593,4238.081409
1594,4238.392658
1595,4571.741871
1596,634.2461379
1597,5026.25313
1598,5800.223569
1599,5814.65994
1600,5696.442014
1601,5723.224821
1602,6822.309638
1603,621.0148896
1604,5013.021938
1605,4630.696874
1606,4437.718206
1607,4255.254918
1608,4264.392461
1609,4835.347143
1610,621.0148896
1611,5013.021938
1612,5832.601996
1613,5859.656287
1614,5741.438361
1615,5768.221168
1616,6822.309638
1617,621.0148896
1618,5013.021938
1619,4630.696874
1620,4437.718206
1621,4255.254918
1622,4264.392461
1623,4835.347143
1624,621.0148896
1625,5013.021938
1626,5832.601996
1627,5859.656287
1628,5741.438361
1629,5768.221168
1630,6822.309638
1631,621.0148896
1632,5013.021938
1633,5956.506772
1634,6023.611277
1635,6310.782919
1636,7684.859328
1637,613.2390703
1638,4566.82804
1639,4477.274321
1640,4299.810832
1641,4362.715996
1642,4426.110295
1643,4735.830521
1644,613.2390703
1645,4566.82804
1646,6295.905422
1647,6348.820473
1648,6415.924978
1649,6598.396913
1650,7664.597787
1651,592.9775292
1652,4546.566499
1653,4457.01278
1654,4279.549291
1655,4342.454454
1656,4405.848754
1657,4715.56898
1658,592.9775292
1659,4546.566499
1660,6275.643881
1661,6328.558932
1662,6395.663437
1663,6578.135372
1664,7664.597787
1665,592.9775292
1666,406.346377
1667,4457.01278
